"ID_1","Накопить бонусы возможно в случае совершения покупки в магазине, заполнения анкеты, получения бонусной карты, регистрации на сайте в течение 90 дней или карта оформлена на сайте mvideo"
"ID_2","Потратить бонусы можно в случае, если накопилось более 500 бонусов-рублей и с момента крайней покупки прошло более 14 дней, при покупке в магазине вы предъявляете бонусную карту или проходите идентификацию по телефону, а при покупке в интернет-магазине - вводите данные карты и подтверждаете действие проверочным смс"
"ID_3","Получение бонусной карты возможно при совершении покупки в магазине и заполнении анкеты, либо можно оформить на сайте mvideo"
"ID_4","Бонусы сгорают, если вы не совершали покупки в mvideo более 1 года с момента крайней покупки или, если сумма бонусов-рублей менее 500"
